Pattern String,Comment,Pattern Category,Where in website?,Deceptive?,Website Page
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",Periodic popup,Social Proof,Product Page,No,https://ktmtwins.com/products/shift-manufacturing-ktm-690-enduro-side-stand-foot-extension?variant=33846139203
70% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Product Page,No,https://trendia.in/collections/home-garden/products/high-pressure-power-washer?lshst=collection
HURRY! ONLY 14 LEFT IN STOCK.,Decrements at scheduled intervals. Product detail. ,Scarcity,Product Page,Yes,https://www.aafnation.com/collections/men-s-independence-day-2018/products/bacon-beers-and-bald-eagles?variant=13860037722173
17 people have added this item to cart,Right of page,Social Proof,Product Page,No,https://shop.iravin.com/collections/women-clothing-sale/products/51031?variant=21434152616021
,Sale,Urgency,Product Page,No,https://www.ericdress.com
FOR A LIMITED TIME ONLY,Product detail,Urgency,Product Page,No,https://www.cobone.com/en/deals/dubai/fun-city-play-membership-landmark/86605
ONLY 1 LEFT IN STOCK!,Product detail,Scarcity,Product Page,No,https://www.readers.com/julian-colorful-tortoise-fade-reader.html?on=Grey%2BTortoise%252F%2BOrange%2BFade&showid=68783
Last purchase was 18 minutes ago by someone from Dublin,Product image,Social Proof,Product Page,No,https://www.harveynorman.ie/small-appliances/heating-and-cooling/radiators/mill-2000w-oil-filled-radiator-ab-h2000-dn.html
3 other people are currently viewing this item.,Product detail,Social Proof,Product Page,No,https://www.skatedeluxe.com/en/polar-skateboards-stripe-logo-t-shirt-black_p123470?sort=new&view=manu&brand_id=345
,Unclear what it's for but resets,Urgency,Product Page,No,https://www.hayacupuncture.co.uk
$69.50 For A Limited Time Details,Product detail,Urgency,Product Page,No,https://www.destinationmaternity.com/luxe-essentials-denim-secret-fit-belly-kate-girlfriend-maternity-jeans/006-70363-000-001.html?cgid=pea-jeans&dwvar_006-70363-000-001_color=006-70363-97
"No thanks, I’d rather pay full price.",Popup,Misdirection,Product Page,No,https://u90soccer.com/real-madrid-18-19-away-jersey-118730.html
FRAMON #2 Code Machine Offer - Limited time offer!,Product detail,Urgency,Product Page,No,https://www.lockpicks.com/catalog/product/view/id/7595/s/special-price-framon-2-code-machine/
0 Days 2 Hours 57 Minutes 53 Seconds,Product detail section. Randomized and resets.,Urgency,Product Page,Yes,https://ghibli.store/collections/ghibli/products/spirited-away-kaonashi-music-box
Hurry! Only 1 Left In Stock,Product detail,Scarcity,Product Page,No,https://www.mountaingear.com/la-sportiva-nepal-cube-gtx-mountaineering-boot---men%27s/MG240696P.html
Less than 10 left in stock,Shown for all products,Scarcity,Product Page,No,https://foxstark.com/collections/hotbabyitems/products/viking-baby-hat
Limited Time Offers,Product detail,Urgency,Product Page,No,https://www.globalsugarart.com/sale/limited-time-offers.html
In Stock - Limited Quantity,Product detail,Scarcity,Product Page,No,https://www.macsautoparts.com/ford_fairlane_torino/how-to-restore-your-collector-car-2nd-edition-288-pages-with-287-color-and-black-and-white-photos-398985.html
,Shipping,Urgency,Product Page,No,https://www.ukmeds.co.uk
Purchased 8 times in the last few days.,Product image,Social Proof,Product Page,No,"https://www.fashionworld.co.uk/shop/burnout-t-shirt/rg900/product/details/show.action?pdBoUid=9196#colour:White,size:"
BOTTLES LEFT 3,Product detail,Scarcity,Product Page,No,https://www.wineaccess.com/catalog/2014-lange-winery-pinot-noir-three-hills-cuvee-willamette-valley_5021ca0a-94d5-401d-bf21-f8db8e551705/
ONLY 5 LEFT IN STOCK,Product detail,Scarcity,Product Page,No,https://www.badgleymischka.com/D59828CRY/
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",Periodic popup,Social Proof,Product Page,No,https://treehut.co/products/all-wood-black-watch-all-ebony-theo-blue?variant=16089549537354
1 left in stock. Hurry!,Product detail,Scarcity,Product Page,No,https://www.headphonezone.in/products/audeze-lcd-xc-music-creator-special
Only 1 Left in Stock!,Product detail,Scarcity,Product Page,No,https://new.minimania.com/part/G2NMK1070E/Mini-Cooper-Oil-Filter-4-pak-Value-Line-Gen2-R55-R56-R57-R56-R59-R60-R61
Only 1 left,Product detail,Scarcity,Product Page,No,https://www.edgars.co.za/brands/gucci/gucci-guilty-absolute-pour-femme-eau-de-parfum
78 Persons looking for this product,Above product detail. Randomized.,Social Proof,Product Page,Yes,https://gopowear.com/collections/wallet-case/products/fashion-beautiful-dragon-wallet-case-sctk240401
24 sold in last 24 hours.,Randomized value and stored in cookie.,Social Proof,Product Page,Yes,https://www.1sttheworld.com/collections/polyester-all-over-print-t-shirts-utm_source-menu-utm_medium-shop-utm_campaign-polyaoptshirt-utm_term-utm_content/products/netherlands-t-shirt?variant=19086079230021
#6 Bestseller in Rugs This item was viewed 92 times in the last day.,Left bottom corner,Social Proof,Product Page,No,https://www.houzz.com/product/132346045-nourison-grafix-area-rug-navy-blue-710x910-contemporary-area-rugs
"Someone in Paris, France just purchased a Kanpeki Knife Set",Periodic popup,Social Proof,Product Page,No,https://kamikoto.com/collections/store/products/kensei-knife-set
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Product detail,Urgency,Product Page,No,https://nohowstyle.com/products/009-sneaker-in-black-and-white
3642 BOUGHT,Product detail,Social Proof,Product Page,No,https://myfave.com/kuala-lumpur/chir-chir-malaysia-1-108-00-pavilion-elite-chir-chir-malaysia-rm100-cash-voucher-for-korean-fried-chicken-and-more-42766?referral=featured
Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,Product detail,Urgency,Product Page,No,https://www.ojcommerce.com/naomi-home-idealbase-14-platform-metal-bed-frame-mattress-foundation-box-spring-replacement-83311a
Clearance! Only 4 left in stock.,Product detail,Scarcity,Product Page,No,https://www.snowys.com.au/advanced-skin-12-set-running-pack
6 people have looked at this in the last few hrs.,Product image,Social Proof,Product Page,No,"https://www.fashionworld.co.uk/shop/burnout-t-shirt/rg900/product/details/show.action?pdBoUid=9196#colour:White,size:"
6 other people looking at this item,Product detail. Randomized.,Social Proof,Product Page,Yes,https://www.beyondretro.com/products/label-patchwork-navy-varsity-sweatshirt-4
You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,Call to cancel,Obstruction,Other Page,No,https://www.luckytacklebox.com/pages/terms-conditions
,Sale. Resets after hitting zero,Urgency,Product Page,Yes,https://www.rcmoment.com
1 other customers have this item in their shopping cart,Product detail,Social Proof,Product Page,No,https://www.aptdeco.com/catalog/blu-dot-paramount-sectional-sofa-w-right-chaise
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Periodic popup,Social Proof,Product Page,No,https://retro-stage.com/products/1950s-lace-3-4-sleeve-swing-dress-1
Low Stock Alert: Only 8 left in inventory,Product detail,Scarcity,Product Page,No,https://www.jaanuu.com/products/the-slim-cargo-trouser-pant-j/ceil-blue
,Sale,Urgency,Product Page,No,https://mrosy.com
1 in stock,Product detail,Scarcity,Product Page,No,https://www.maxguitarstore.com/products/tonepros-t1z-stg-tailpiece/
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,Banner,Urgency,Product Page,No,https://camilla.com/products/button-up-dress-with-lace-insert-olympe-ode
31 have it in their cart,Product detail. Randomized.,Social Proof,Product Page,Yes,https://www.currenstore.com/products/pioneer-galaxy
13 people have added this to their cart,Product detail,Social Proof,Product Page,No,https://www.onceit.co.nz/products/1682847/calvin-klein-eternity-for-her-edp-50-ml
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",Popup,Misdirection,Product Page,No,https://www.onceuponatee.net/products/100-cups-of-coffee-enamel-pin-1
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,Banner,Urgency,Product Page,No,https://www.rw-co.com/en/slim-fit-red-floral-dress-shirt/420145.html?dwvar_420145_color=Whithe%20with%20red%20flowers&cgid=men-new-arrivals
,Shipping,Urgency,Product Page,No,https://www.waterliberty.com
Limited stock!,Product detail,Scarcity,Product Page,No,https://www.diffeyewear.com/collections/blue-light-blocking-glasses/products/tara-pink-crystal-blue-light-technology-clear
"1,142 people have added to cart recently",Right side of page,Social Proof,Product Page,No,https://shop.ozobot.com/products/evo-educator-kit
I already have this item. Do not add this to cart,Appears after you click,Misdirection,Cart Page,No,https://www.supply.com/toto-ultramax-ii-one-piece-toilet-ms604114cefg-11-colonial-white/p19707
,Shipping,Urgency,Product Page,No,https://www.magicmadhouse.co.uk
87% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Product Page,No,https://pelacase.com/products/save-the-waves-black-google-pixel-2xl-eco-friendly-phone-case?variant=12170059087986
105 pawrents are buying for their furkids now!,Randomized,Social Proof,Product Page,Yes,https://shopus.furbo.com/products/furbo-dog-camera
I'D RATHER PAY FULL PRICE,Popup,Misdirection,Product Page,No,https://www.mottandbow.com/women/final-sale/high-rise-skinny-reade-dark-blue.html
In other users' carts 59,Product detail,Social Proof,Product Page,No,https://platt.com/platt-electric-supply/Locknuts-Steel/Multiple/1008/product.aspx?zpid=65918&reload=yes
Only 2 left,Product detail,Scarcity,Cart Page,No,https://www.toryburch.co.uk/lee-radziwill-large-calf-hair-satchel/54683.html?cgid=new-view-all-new-arrivals&dwvar_54683_color=723
Low in stock: only 1 left.,Product detail,Scarcity,Product Page,No,https://en-saudi.ounass.com/shop-dolce-gabbana-multi-coloured-leopard-print-keira-105-sandals-for-women-212565210_245.html
,"Calls it a ""routine"" but is a recurring subscription which is demphasized",Sneaking,Product Page,Depends,https://www.bioclarity.com/products/bioclarity-clear-skin-system
4 SEATS LEFT,Product detail,Scarcity,Product Page,No,https://www.sallybeauty.co.uk/training-courses-best-sellers/kate-hughes-introduction-to-makeup-workshop/116305.html
Only 3 Left In Stock,Product detail,Scarcity,Product Page,No,https://www.predatornutrition.com/pre-workout/5per-rich-piana/5150-international.html?cgid=Pre%20Workout
Availability: 5 items left,Product detail,Scarcity,Product Page,No,https://www.surfstitch.com/a_brand-womens-a-double-oh-flare-hot-flamingo-71475-4026.html?dwvar_a__brand-womens-a-double-oh-flare-hot-flamingo-71475-4026_swatchColour=HOT%20FLAMINGO&cgid=womens-new_arrivals
Order in 14:53 to get 2 pillows for free,Below form. Disappears on expiration. Reappears on reload. Deal still valid regardless.,Urgency,Cart Page,Yes,https://www.nectarsleep.com/mattress
"Now 30% off - hurry, limited time offer!",Product detail,Urgency,Product Page,No,https://runningboardwarehouse.com/p/ionic-41-series-brite-running-boards/
"No Thanks, I Prefer Paying Full Price",Popup,Misdirection,Product Page,No,https://www.championshipproductions.com/cgi-bin/champ/download/10-free/free-coaching-videos.html
22 people have looked at this part recently,Product detail,Social Proof,Product Page,No,https://www.moparpartsoverstock.com/p/Dodge_2018_Challenger/Audio-Speaker-Premium-upgrade-includes-two-6X9-midbase-Speakers-and-two-35-2-way-Instrument-Panel/11302475/82214735.html
12 customers viewed this product today!,Right corner,Social Proof,Product Page,No,https://www.robinsons.com.sg/collections/shu-uemura/products/the-lightbulb-cushion-foundation-764
Only 15 left in stock,Product detail,Scarcity,Product Page,No,https://buymyweedonline.ca/product/round-glass-bowl-14mm-assorted-colours/
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,Periodic popup,Social Proof,Product Page,No,https://vapoureyes.com.au/collections/new-products/products/purge-mods-lady-justice-stacked-piece-mechanical-tube?variant=19530776379495
Only 867 left,Product detail. Shown for all products.,Scarcity,Product Page,No,https://www.mrdiy.com.my/dynamo-power-concentrated-gel-detergent-freshness-of-downy-passion-1-44kg-9750091-001001
3Days01:49:51 Left,Counter resets,Urgency,Product Page,Yes,https://www.fashionmia.com/Products/round-neck-printed-shift-dress-231713.html
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago          ",Periodic popup,Social Proof,Product Page,No,https://www.onepiece.com/en-us/all/terry-churchill-jumpsuit-vintage-green
only 5 left in stock!,Product detail,Scarcity,Product Page,No,https://www.discountsupplements.ie/testa-testa-omega-3-algae-oil-epa-dha-60-gels
161 people have viewed this item,Right of page,Social Proof,Product Page,No,https://shop.iravin.com/collections/women-clothing-sale/products/51031?variant=21434152616021
11 people have purchased this item,Right side popup,Social Proof,Product Page,No,https://furnod.com/collections/featured-products/products/janet-couture-bleached-knots-18-inches-glueless-full-lace
Limited quantity remaining,Product detail,Scarcity,Product Page,No,https://www.ebay.co.uk/itm/BTW-Back-To-Wall-Pan-Round-Toilet-WC-Modern-Quick-Release-Soft-Close-Seat-White/222848306763?var=521687645552&_trkparms=%26rpp_cid%3D5c49d4f39cd215576d53f0e1%26rpp_icid%3D5c472d2b8fa6f916a19fa70a
Only 8 left in stock. Almost Gone!,Product detail,Scarcity,Product Page,No,https://www.pouted.com/product/baby-sleeping-shark/
No thanks. I don't like free things...,Popup,Misdirection,Product Page,No,https://www.petshop.co.uk/Go-Native-Chicken-Grain-Free-Dog-Food-4kg
Items will be reserved in your cart for 19:10,Timer goes away but no message in return. Refreshing resets.,Urgency,Cart Page,Yes,https://www.justfab.com/products/Faux-Suede-Pant-PT1618153-0001
Only 26 Left,Product detail,Scarcity,Product Page,No,https://www.shoporangetheory.com/Product/1433658-OTF_BlenderBottle_28_oz_Sportmixer-Count_of_10-OT-BLBTL28?cat=ACCESS#frm%3DACCESS%26p%3D17
Only 1 left!,Product detail,Scarcity,Product Page,No,https://www.swimwearworld.com/danielle-119399.html
Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,Periodic popup,Social Proof,Product Page,No,https://alaindupetit.com/collections/all-suits/products/black-two-button?variant=28038644166
Only 33 left,,Scarcity,Product Page,No,https://www.australianplantsonline.com.au/banksia-aemula-wallum-banksia.html
"19,302 people have added this item to cart",Right side popup,Social Proof,Product Page,No,https://retro-stage.com/products/1950s-lace-3-4-sleeve-swing-dress-1
Only 3 left!,Product detail,Scarcity,Product Page,No,https://store.yitechnology.com/collections/home-camera/products/yi-4pcs-home-camera-system-set-full-hd-1080p
,Shipping,Urgency,Product Page,No,https://www.finefoodspecialist.co.uk
Only 1 Left,Product detail,Scarcity,Product Page,No,https://www.dillards.com/p/kay-unger-stretch-crepe-sleeveless-walk-thru-pant-and-overlay-skirt-jumpsuit/508181204?di=05437969_zi_black
25% OFF SELECTED JACKETS Limited Time,Banner,Urgency,Product Page,No,https://www.portmans.com.au/shop/en/portmans/workwear/work-pants/the-boston-suit-pant-714312-1?colour=GREY
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,Banner,Urgency,Product Page,No,https://www.oasis-stores.com/gb/clothing/skirts/printed-pleated-skirt/0687266812.html
Only 1 left in stock,Product detail,Scarcity,Product Page,No,https://healthyhempoil.com/shop/therabis/supplement-for-dogs-with-itchy-skin/
3 items left,Product detail. Shown for all products.,Scarcity,Product Page,No,https://soillholds.com/collections/climbing-shoes/products/camo-new-zero
